,x,y,z,ncbi_id,sample_name,full_name,vir_x,vir_y,vir_z,vir_ncbi_id,vir_sample_name,vir_full_name
57604,0.245380,0.015477,-0.131200,NC_009801,NC_009801 sample_4,Escherichia coli,0.175350,-0.079818,-0.016634,NC_024379,NC_024379 sample_34,"Escherichia phage PE3-1, complete genome."
57605,0.202250,-0.228160,-0.032088,NC_009801,NC_009801 sample_5,Escherichia coli,0.135810,-0.218980,-0.004904,NC_024379,NC_024379 sample_35,"Escherichia phage PE3-1, complete genome."
57606,0.336770,-0.167020,-0.088707,NC_009801,NC_009801 sample_6,Escherichia coli,-0.035938,-0.023468,-0.130260,NC_024379,NC_024379 sample_36,"Escherichia phage PE3-1, complete genome."
57607,0.132220,-0.198830,-0.020468,NC_009801,NC_009801 sample_7,Escherichia coli,0.147180,-0.064466,-0.063816,NC_024379,NC_024379 sample_37,"Escherichia phage PE3-1, complete genome."
57608,-0.051240,-0.030707,-0.285970,NC_009801,NC_009801 sample_8,Escherichia coli,0.022831,-0.146580,-0.142940,NC_024379,NC_024379 sample_38,"Escherichia phage PE3-1, complete genome."
57609,0.170720,-0.142280,-0.055032,NC_009801,NC_009801 sample_9,Escherichia coli,0.099983,-0.048325,-0.043404,NC_024379,NC_024379 sample_39,"Escherichia phage PE3-1, complete genome."
64900,0.174900,-0.153990,-0.114350,NC_010468,NC_010468 sample_0,Escherichia coli,0.022249,-0.179860,-0.188510,NC_024379,NC_024379 sample_40,"Escherichia phage PE3-1, complete genome."
64901,-0.018411,-0.063182,-0.119420,NC_010468,NC_010468 sample_1,Escherichia coli,0.251980,-0.139370,-0.029588,NC_024379,NC_024379 sample_41,"Escherichia phage PE3-1, complete genome."
64902,0.224460,-0.195630,-0.205810,NC_010468,NC_010468 sample_2,Escherichia coli,0.004109,-0.132290,-0.008755,NC_024379,NC_024379 sample_42,"Escherichia phage PE3-1, complete genome."
64903,0.282730,-0.159420,-0.150240,NC_010468,NC_010468 sample_3,Escherichia coli,0.120150,-0.060884,-0.088845,NC_024379,NC_024379 sample_43,"Escherichia phage PE3-1, complete genome."
64904,0.112320,-0.183730,-0.213230,NC_010468,NC_010468 sample_4,Escherichia coli,0.108560,-0.161290,0.049026,NC_024379,NC_024379 sample_44,"Escherichia phage PE3-1, complete genome."
64905,0.207390,-0.123650,-0.197040,NC_010468,NC_010468 sample_5,Escherichia coli,0.187550,-0.127520,0.014076,NC_024379,NC_024379 sample_45,"Escherichia phage PE3-1, complete genome."
64906,0.133560,-0.130740,-0.071807,NC_010468,NC_010468 sample_6,Escherichia coli,0.153100,-0.098418,-0.120300,NC_024379,NC_024379 sample_46,"Escherichia phage PE3-1, complete genome."
64907,0.163780,-0.118490,-0.164000,NC_010468,NC_010468 sample_7,Escherichia coli,0.206230,-0.131990,-0.152600,NC_024379,NC_024379 sample_47,"Escherichia phage PE3-1, complete genome."
64908,0.165620,-0.196240,-0.183180,NC_010468,NC_010468 sample_8,Escherichia coli,0.087157,-0.049569,-0.057845,NC_024379,NC_024379 sample_48,"Escherichia phage PE3-1, complete genome."
64909,0.201310,-0.084746,0.021934,NC_010468,NC_010468 sample_9,Escherichia coli,0.027112,-0.026688,-0.155650,NC_024379,NC_024379 sample_49,"Escherichia phage PE3-1, complete genome."
65100,0.144320,-0.245570,-0.098699,NC_010473,NC_010473 sample_0,Escherichia coli,0.094249,-0.047976,-0.074345,NC_024379,NC_024379 sample_50,"Escherichia phage PE3-1, complete genome."
65101,0.067894,-0.168980,-0.082074,NC_010473,NC_010473 sample_1,Escherichia coli,0.033810,-0.103460,-0.048272,NC_024379,NC_024379 sample_51,"Escherichia phage PE3-1, complete genome."
65102,0.280720,-0.080904,-0.207070,NC_010473,NC_010473 sample_2,Escherichia coli,0.162230,0.011968,-0.020122,NC_024379,NC_024379 sample_52,"Escherichia phage PE3-1, complete genome."
65103,0.244800,-0.217940,-0.182320,NC_010473,NC_010473 sample_3,Escherichia coli,-0.005394,-0.115170,-0.150690,NC_024379,NC_024379 sample_53,"Escherichia phage PE3-1, complete genome."
65104,0.100800,-0.173570,-0.205770,NC_010473,NC_010473 sample_4,Escherichia coli,0.002504,-0.080284,-0.171070,NC_024379,NC_024379 sample_54,"Escherichia phage PE3-1, complete genome."
65105,0.245950,-0.153360,-0.181700,NC_010473,NC_010473 sample_5,Escherichia coli,0.066551,-0.146200,-0.117460,NC_024379,NC_024379 sample_55,"Escherichia phage PE3-1, complete genome."
65106,0.159480,-0.079931,-0.191180,NC_010473,NC_010473 sample_6,Escherichia coli,0.073460,-0.031391,-0.150460,NC_024379,NC_024379 sample_56,"Escherichia phage PE3-1, complete genome."
65107,0.391430,-0.169410,-0.202640,NC_010473,NC_010473 sample_7,Escherichia coli,0.021064,-0.100010,-0.167880,NC_024379,NC_024379 sample_57,"Escherichia phage PE3-1, complete genome."
65108,0.219470,-0.147500,-0.031950,NC_010473,NC_010473 sample_8,Escherichia coli,0.084498,-0.073184,-0.003585,NC_024379,NC_024379 sample_58,"Escherichia phage PE3-1, complete genome."
65109,0.128250,-0.191290,-0.154510,NC_010473,NC_010473 sample_9,Escherichia coli,0.100450,-0.080855,-0.164070,NC_024379,NC_024379 sample_59,"Escherichia phage PE3-1, complete genome."
65400,0.131440,0.006789,-0.002848,NC_010498,NC_010498 sample_0,Escherichia coli,0.009408,-0.075363,-0.232590,NC_024379,NC_024379 sample_60,"Escherichia phage PE3-1, complete genome."
65401,0.212910,-0.120760,-0.169280,NC_010498,NC_010498 sample_1,Escherichia coli,0.150910,-0.163120,-0.118760,NC_024379,NC_024379 sample_61,"Escherichia phage PE3-1, complete genome."
65402,0.219860,-0.071223,-0.091463,NC_010498,NC_010498 sample_2,Escherichia coli,0.117320,0.014840,-0.119710,NC_024379,NC_024379 sample_62,"Escherichia phage PE3-1, complete genome."
65403,0.246460,-0.146130,-0.074621,NC_010498,NC_010498 sample_3,Escherichia coli,0.067552,-0.072341,-0.040068,NC_024379,NC_024379 sample_63,"Escherichia phage PE3-1, complete genome."
65404,0.346490,-0.165520,-0.092992,NC_010498,NC_010498 sample_4,Escherichia coli,-0.004101,-0.134160,-0.126820,NC_024379,NC_024379 sample_64,"Escherichia phage PE3-1, complete genome."
65405,0.253150,-0.086991,-0.002076,NC_010498,NC_010498 sample_5,Escherichia coli,0.079495,-0.079873,-0.157510,NC_024379,NC_024379 sample_65,"Escherichia phage PE3-1, complete genome."
65406,0.178840,-0.058152,-0.197590,NC_010498,NC_010498 sample_6,Escherichia coli,-0.070017,-0.078900,-0.127400,NC_024379,NC_024379 sample_66,"Escherichia phage PE3-1, complete genome."
65407,0.213990,-0.067047,-0.140260,NC_010498,NC_010498 sample_7,Escherichia coli,0.033034,-0.043332,-0.184590,NC_024379,NC_024379 sample_67,"Escherichia phage PE3-1, complete genome."
65408,0.172890,-0.162780,-0.181590,NC_010498,NC_010498 sample_8,Escherichia coli,0.061244,-0.014824,-0.170360,NC_024379,NC_024379 sample_68,"Escherichia phage PE3-1, complete genome."
65409,0.057399,-0.097469,-0.319100,NC_010498,NC_010498 sample_9,Escherichia coli,-0.093720,-0.135430,-0.154920,NC_024379,NC_024379 sample_69,"Escherichia phage PE3-1, complete genome."
77600,0.157980,-0.075159,-0.135170,NC_011353,NC_011353 sample_0,Escherichia coli,0.072094,-0.062944,-0.106800,NC_024379,NC_024379 sample_70,"Escherichia phage PE3-1, complete genome."
77601,0.292300,-0.181230,0.045702,NC_011353,NC_011353 sample_1,Escherichia coli,0.204950,-0.055785,-0.150150,NC_024379,NC_024379 sample_71,"Escherichia phage PE3-1, complete genome."
77602,0.150350,-0.244720,-0.199080,NC_011353,NC_011353 sample_2,Escherichia coli,0.015337,-0.131050,-0.003136,NC_024379,NC_024379 sample_72,"Escherichia phage PE3-1, complete genome."
77603,0.238920,-0.077041,0.034142,NC_011353,NC_011353 sample_3,Escherichia coli,0.135490,-0.023562,-0.164860,NC_024379,NC_024379 sample_73,"Escherichia phage PE3-1, complete genome."
77604,0.193390,-0.082764,-0.183620,NC_011353,NC_011353 sample_4,Escherichia coli,0.156280,-0.080387,-0.156950,NC_024379,NC_024379 sample_74,"Escherichia phage PE3-1, complete genome."
77605,0.284680,-0.206360,0.125470,NC_011353,NC_011353 sample_5,Escherichia coli,0.123760,-0.091107,-0.161030,NC_024379,NC_024379 sample_75,"Escherichia phage PE3-1, complete genome."
77606,0.158210,-0.167520,-0.186100,NC_011353,NC_011353 sample_6,Escherichia coli,0.004897,-0.105490,-0.079389,NC_024379,NC_024379 sample_76,"Escherichia phage PE3-1, complete genome."
77607,0.070802,-0.084926,-0.183190,NC_011353,NC_011353 sample_7,Escherichia coli,0.044713,-0.259290,-0.104340,NC_024379,NC_024379 sample_77,"Escherichia phage PE3-1, complete genome."
77608,0.247560,-0.132290,-0.120020,NC_011353,NC_011353 sample_8,Escherichia coli,0.093727,-0.020598,-0.110180,NC_024379,NC_024379 sample_78,"Escherichia phage PE3-1, complete genome."
77609,-0.193880,-0.075080,-0.235450,NC_011353,NC_011353 sample_9,Escherichia coli,0.113690,-0.092355,0.042781,NC_024379,NC_024379 sample_79,"Escherichia phage PE3-1, complete genome."
78200,0.275850,-0.087359,-0.186290,NC_011415,NC_011415 sample_0,Escherichia coli,-0.043801,-0.067353,-0.221360,NC_024379,NC_024379 sample_80,"Escherichia phage PE3-1, complete genome."
78201,0.271990,-0.191080,-0.139420,NC_011415,NC_011415 sample_1,Escherichia coli,0.077112,-0.153410,0.016023,NC_024379,NC_024379 sample_81,"Escherichia phage PE3-1, complete genome."
78202,0.068544,-0.130420,-0.220560,NC_011415,NC_011415 sample_2,Escherichia coli,0.125360,-0.119910,-0.038605,NC_024379,NC_024379 sample_82,"Escherichia phage PE3-1, complete genome."
78203,0.098873,-0.087296,-0.185190,NC_011415,NC_011415 sample_3,Escherichia coli,0.063280,-0.130040,-0.097391,NC_024379,NC_024379 sample_83,"Escherichia phage PE3-1, complete genome."
78204,0.133840,-0.113540,-0.142690,NC_011415,NC_011415 sample_4,Escherichia coli,0.102300,-0.012161,0.024832,NC_024379,NC_024379 sample_84,"Escherichia phage PE3-1, complete genome."
78205,-0.106490,-0.102460,-0.289550,NC_011415,NC_011415 sample_5,Escherichia coli,0.111600,-0.003655,0.161980,NC_024379,NC_024379 sample_85,"Escherichia phage PE3-1, complete genome."
78206,-0.114260,-0.097423,-0.190890,NC_011415,NC_011415 sample_6,Escherichia coli,-0.027523,-0.141260,-0.067380,NC_024379,NC_024379 sample_86,"Escherichia phage PE3-1, complete genome."
78207,0.237010,-0.235460,-0.207790,NC_011415,NC_011415 sample_7,Escherichia coli,0.199690,-0.030185,-0.075762,NC_024379,NC_024379 sample_87,"Escherichia phage PE3-1, complete genome."
78208,0.306800,-0.078001,-0.180340,NC_011415,NC_011415 sample_8,Escherichia coli,0.225290,-0.083872,-0.112290,NC_024379,NC_024379 sample_88,"Escherichia phage PE3-1, complete genome."
78209,0.134590,-0.220400,-0.244200,NC_011415,NC_011415 sample_9,Escherichia coli,0.149340,-0.086673,0.007279,NC_024379,NC_024379 sample_89,"Escherichia phage PE3-1, complete genome."
79300,0.188960,-0.109310,-0.099497,NC_011601,NC_011601 sample_0,Escherichia coli,0.002224,-0.143140,-0.133940,NC_024379,NC_024379 sample_90,"Escherichia phage PE3-1, complete genome."
79301,0.295380,-0.081163,0.028347,NC_011601,NC_011601 sample_1,Escherichia coli,0.013550,-0.060473,-0.052711,NC_024379,NC_024379 sample_91,"Escherichia phage PE3-1, complete genome."
79302,0.213770,-0.104130,-0.080348,NC_011601,NC_011601 sample_2,Escherichia coli,0.154180,-0.034696,-0.039187,NC_024379,NC_024379 sample_92,"Escherichia phage PE3-1, complete genome."
79303,0.160970,-0.184350,0.012204,NC_011601,NC_011601 sample_3,Escherichia coli,-0.028137,-0.100060,-0.081450,NC_024379,NC_024379 sample_93,"Escherichia phage PE3-1, complete genome."
79304,0.130420,-0.030638,-0.062566,NC_011601,NC_011601 sample_4,Escherichia coli,0.147630,-0.083548,-0.040076,NC_024379,NC_024379 sample_94,"Escherichia phage PE3-1, complete genome."
79305,0.130760,-0.211810,-0.238600,NC_011601,NC_011601 sample_5,Escherichia coli,0.127000,-0.053872,-0.090638,NC_024379,NC_024379 sample_95,"Escherichia phage PE3-1, complete genome."
79306,0.091904,-0.137850,-0.231600,NC_011601,NC_011601 sample_6,Escherichia coli,0.046023,-0.162550,-0.127630,NC_024379,NC_024379 sample_96,"Escherichia phage PE3-1, complete genome."
79307,0.200860,-0.114230,-0.078474,NC_011601,NC_011601 sample_7,Escherichia coli,0.195300,-0.063250,-0.062503,NC_024379,NC_024379 sample_97,"Escherichia phage PE3-1, complete genome."
79308,0.107190,-0.048877,-0.105190,NC_011601,NC_011601 sample_8,Escherichia coli,0.032705,-0.124120,-0.018499,NC_024379,NC_024379 sample_98,"Escherichia phage PE3-1, complete genome."
79309,0.261720,-0.098699,-0.004936,NC_011601,NC_011601 sample_9,Escherichia coli,0.126750,-0.098219,-0.027340,NC_024379,NC_024379 sample_99,"Escherichia phage PE3-1, complete genome."
80600,0.089635,-0.103170,-0.152770,NC_011741,NC_011741 sample_0,Escherichia coli,0.109300,-0.063529,-0.082088,NC_024379,NC_024379 sample_0,"Escherichia phage PE3-1, complete genome."
80601,0.173240,-0.202820,-0.106070,NC_011741,NC_011741 sample_1,Escherichia coli,0.187450,-0.042820,-0.112300,NC_024379,NC_024379 sample_1,"Escherichia phage PE3-1, complete genome."
80602,0.213320,-0.061500,-0.070634,NC_011741,NC_011741 sample_2,Escherichia coli,0.169610,-0.001253,-0.191560,NC_024379,NC_024379 sample_2,"Escherichia phage PE3-1, complete genome."
80603,0.273680,-0.164870,-0.182540,NC_011741,NC_011741 sample_3,Escherichia coli,0.037746,-0.080842,-0.081098,NC_024379,NC_024379 sample_3,"Escherichia phage PE3-1, complete genome."
80604,0.262960,-0.081580,0.000851,NC_011741,NC_011741 sample_4,Escherichia coli,0.051405,-0.107190,-0.042500,NC_024379,NC_024379 sample_4,"Escherichia phage PE3-1, complete genome."
80605,0.233830,-0.006692,0.028885,NC_011741,NC_011741 sample_5,Escherichia coli,0.120010,-0.114360,-0.028844,NC_024379,NC_024379 sample_5,"Escherichia phage PE3-1, complete genome."
80606,0.302210,-0.042410,-0.163420,NC_011741,NC_011741 sample_6,Escherichia coli,-0.005814,-0.103330,-0.047162,NC_024379,NC_024379 sample_6,"Escherichia phage PE3-1, complete genome."
80607,0.314430,-0.158990,-0.135580,NC_011741,NC_011741 sample_7,Escherichia coli,0.077483,-0.142200,-0.141290,NC_024379,NC_024379 sample_7,"Escherichia phage PE3-1, complete genome."
80608,-0.015679,-0.076521,-0.170830,NC_011741,NC_011741 sample_8,Escherichia coli,0.004679,-0.089172,-0.070087,NC_024379,NC_024379 sample_8,"Escherichia phage PE3-1, complete genome."
80609,0.144950,-0.228180,-0.043041,NC_011741,NC_011741 sample_9,Escherichia coli,0.075941,-0.190460,-0.149640,NC_024379,NC_024379 sample_9,"Escherichia phage PE3-1, complete genome."
80700,0.341780,-0.091683,-0.204300,NC_011742,NC_011742 sample_0,Escherichia coli,0.112070,-0.106680,-0.214120,NC_024379,NC_024379 sample_10,"Escherichia phage PE3-1, complete genome."
80701,0.204080,-0.064920,-0.043183,NC_011742,NC_011742 sample_1,Escherichia coli,0.180130,-0.114500,-0.025250,NC_024379,NC_024379 sample_11,"Escherichia phage PE3-1, complete genome."
80702,0.268960,-0.122720,-0.087370,NC_011742,NC_011742 sample_2,Escherichia coli,0.106830,-0.055886,-0.087542,NC_024379,NC_024379 sample_12,"Escherichia phage PE3-1, complete genome."
80703,0.033976,-0.150640,-0.197380,NC_011742,NC_011742 sample_3,Escherichia coli,0.150760,-0.221090,-0.164310,NC_024379,NC_024379 sample_13,"Escherichia phage PE3-1, complete genome."
80704,0.119990,-0.100530,-0.064389,NC_011742,NC_011742 sample_4,Escherichia coli,0.045148,-0.111510,0.011593,NC_024379,NC_024379 sample_14,"Escherichia phage PE3-1, complete genome."
80705,-0.051975,-0.122380,-0.284950,NC_011742,NC_011742 sample_5,Escherichia coli,-0.083615,-0.139830,-0.247070,NC_024379,NC_024379 sample_15,"Escherichia phage PE3-1, complete genome."
80706,0.199350,-0.149790,-0.062447,NC_011742,NC_011742 sample_6,Escherichia coli,0.073403,0.052756,-0.094412,NC_024379,NC_024379 sample_16,"Escherichia phage PE3-1, complete genome."
80707,0.169660,-0.160980,-0.164820,NC_011742,NC_011742 sample_7,Escherichia coli,0.025271,-0.094013,-0.164740,NC_024379,NC_024379 sample_17,"Escherichia phage PE3-1, complete genome."
80708,0.294230,-0.059257,-0.039603,NC_011742,NC_011742 sample_8,Escherichia coli,0.119830,-0.089752,-0.148740,NC_024379,NC_024379 sample_18,"Escherichia phage PE3-1, complete genome."
80709,0.165050,-0.050725,-0.212140,NC_011742,NC_011742 sample_9,Escherichia coli,0.037717,-0.085195,-0.150390,NC_024379,NC_024379 sample_19,"Escherichia phage PE3-1, complete genome."
80900,0.127490,-0.168280,-0.122970,NC_011745,NC_011745 sample_0,Escherichia coli,0.069714,-0.022914,-0.062611,NC_024379,NC_024379 sample_20,"Escherichia phage PE3-1, complete genome."
80901,0.249800,-0.160690,-0.037569,NC_011745,NC_011745 sample_1,Escherichia coli,-0.065287,-0.090886,-0.076317,NC_024379,NC_024379 sample_21,"Escherichia phage PE3-1, complete genome."
80902,0.143760,-0.075479,-0.332520,NC_011745,NC_011745 sample_2,Escherichia coli,0.154260,-0.089229,-0.169260,NC_024379,NC_024379 sample_22,"Escherichia phage PE3-1, complete genome."
80903,0.322980,-0.058413,-0.051196,NC_011745,NC_011745 sample_3,Escherichia coli,0.017009,0.003801,-0.102280,NC_024379,NC_024379 sample_23,"Escherichia phage PE3-1, complete genome."
80904,0.169850,-0.147430,-0.176670,NC_011745,NC_011745 sample_4,Escherichia coli,0.152680,-0.132350,-0.146900,NC_024379,NC_024379 sample_24,"Escherichia phage PE3-1, complete genome."
80905,0.308180,-0.048329,-0.031385,NC_011745,NC_011745 sample_5,Escherichia coli,0.053373,-0.121370,-0.075896,NC_024379,NC_024379 sample_25,"Escherichia phage PE3-1, complete genome."
80906,0.178490,-0.194180,-0.149010,NC_011745,NC_011745 sample_6,Escherichia coli,0.210280,-0.075369,-0.132800,NC_024379,NC_024379 sample_26,"Escherichia phage PE3-1, complete genome."
80907,0.142040,-0.138400,0.097013,NC_011745,NC_011745 sample_7,Escherichia coli,0.223740,-0.091819,-0.009477,NC_024379,NC_024379 sample_27,"Escherichia phage PE3-1, complete genome."
80908,-0.142130,0.000316,-0.166170,NC_011745,NC_011745 sample_8,Escherichia coli,-0.026479,-0.067272,-0.123160,NC_024379,NC_024379 sample_28,"Escherichia phage PE3-1, complete genome."
80909,0.183290,-0.147860,-0.089389,NC_011745,NC_011745 sample_9,Escherichia coli,0.060215,-0.201490,-0.107970,NC_024379,NC_024379 sample_29,"Escherichia phage PE3-1, complete genome."
81000,0.052820,-0.124170,-0.252850,NC_011748,NC_011748 sample_0,Escherichia coli,0.148460,-0.049607,0.009223,NC_024379,NC_024379 sample_30,"Escherichia phage PE3-1, complete genome."
81001,0.220920,-0.202010,-0.046456,NC_011748,NC_011748 sample_1,Escherichia coli,0.097908,-0.160460,-0.180630,NC_024379,NC_024379 sample_31,"Escherichia phage PE3-1, complete genome."
81002,0.145420,-0.117090,-0.185380,NC_011748,NC_011748 sample_2,Escherichia coli,0.054562,-0.057745,-0.086646,NC_024379,NC_024379 sample_32,"Escherichia phage PE3-1, complete genome."
81003,0.186100,-0.104570,-0.448840,NC_011748,NC_011748 sample_3,Escherichia coli,0.138640,-0.016266,-0.013496,NC_024379,NC_024379 sample_33,"Escherichia phage PE3-1, complete genome."
81004,0.067172,-0.089580,-0.144480,NC_011748,NC_011748 sample_4,Escherichia coli,0.175350,-0.079818,-0.016634,NC_024379,NC_024379 sample_34,"Escherichia phage PE3-1, complete genome."
81005,0.263770,-0.028753,-0.004937,NC_011748,NC_011748 sample_5,Escherichia coli,0.135810,-0.218980,-0.004904,NC_024379,NC_024379 sample_35,"Escherichia phage PE3-1, complete genome."
81006,-0.035374,-0.118050,-0.322880,NC_011748,NC_011748 sample_6,Escherichia coli,-0.035938,-0.023468,-0.130260,NC_024379,NC_024379 sample_36,"Escherichia phage PE3-1, complete genome."
81007,0.194640,-0.257120,-0.051619,NC_011748,NC_011748 sample_7,Escherichia coli,0.147180,-0.064466,-0.063816,NC_024379,NC_024379 sample_37,"Escherichia phage PE3-1, complete genome."
81008,0.225890,-0.133350,-0.269920,NC_011748,NC_011748 sample_8,Escherichia coli,0.022831,-0.146580,-0.142940,NC_024379,NC_024379 sample_38,"Escherichia phage PE3-1, complete genome."
81009,0.330770,0.074402,0.060208,NC_011748,NC_011748 sample_9,Escherichia coli,0.099983,-0.048325,-0.043404,NC_024379,NC_024379 sample_39,"Escherichia phage PE3-1, complete genome."
81100,0.014176,-0.168690,-0.158110,NC_011750,NC_011750 sample_0,Escherichia coli,0.022249,-0.179860,-0.188510,NC_024379,NC_024379 sample_40,"Escherichia phage PE3-1, complete genome."
81101,0.340090,-0.146990,0.070516,NC_011750,NC_011750 sample_1,Escherichia coli,0.251980,-0.139370,-0.029588,NC_024379,NC_024379 sample_41,"Escherichia phage PE3-1, complete genome."
81102,0.276320,-0.157990,-0.159080,NC_011750,NC_011750 sample_2,Escherichia coli,0.004109,-0.132290,-0.008755,NC_024379,NC_024379 sample_42,"Escherichia phage PE3-1, complete genome."
81103,0.077107,-0.183940,-0.192840,NC_011750,NC_011750 sample_3,Escherichia coli,0.120150,-0.060884,-0.088845,NC_024379,NC_024379 sample_43,"Escherichia phage PE3-1, complete genome."
81104,0.191640,-0.050932,-0.123660,NC_011750,NC_011750 sample_4,Escherichia coli,0.108560,-0.161290,0.049026,NC_024379,NC_024379 sample_44,"Escherichia phage PE3-1, complete genome."
81105,-0.050028,-0.069911,-0.152570,NC_011750,NC_011750 sample_5,Escherichia coli,0.187550,-0.127520,0.014076,NC_024379,NC_024379 sample_45,"Escherichia phage PE3-1, complete genome."
81106,0.148780,-0.057173,-0.134730,NC_011750,NC_011750 sample_6,Escherichia coli,0.153100,-0.098418,-0.120300,NC_024379,NC_024379 sample_46,"Escherichia phage PE3-1, complete genome."
81107,0.123100,-0.145480,-0.164020,NC_011750,NC_011750 sample_7,Escherichia coli,0.206230,-0.131990,-0.152600,NC_024379,NC_024379 sample_47,"Escherichia phage PE3-1, complete genome."
81108,0.391040,-0.121820,-0.066990,NC_011750,NC_011750 sample_8,Escherichia coli,0.087157,-0.049569,-0.057845,NC_024379,NC_024379 sample_48,"Escherichia phage PE3-1, complete genome."
81109,0.065241,-0.112890,-0.207320,NC_011750,NC_011750 sample_9,Escherichia coli,0.027112,-0.026688,-0.155650,NC_024379,NC_024379 sample_49,"Escherichia phage PE3-1, complete genome."
81200,0.152680,-0.065362,-0.227620,NC_011751,NC_011751 sample_0,Escherichia coli,0.094249,-0.047976,-0.074345,NC_024379,NC_024379 sample_50,"Escherichia phage PE3-1, complete genome."
81201,0.153870,-0.032308,-0.198580,NC_011751,NC_011751 sample_1,Escherichia coli,0.033810,-0.103460,-0.048272,NC_024379,NC_024379 sample_51,"Escherichia phage PE3-1, complete genome."
81202,-0.055598,-0.149150,-0.201490,NC_011751,NC_011751 sample_2,Escherichia coli,0.162230,0.011968,-0.020122,NC_024379,NC_024379 sample_52,"Escherichia phage PE3-1, complete genome."
81203,0.321940,-0.177920,-0.088505,NC_011751,NC_011751 sample_3,Escherichia coli,-0.005394,-0.115170,-0.150690,NC_024379,NC_024379 sample_53,"Escherichia phage PE3-1, complete genome."
81204,0.226260,-0.139650,-0.032477,NC_011751,NC_011751 sample_4,Escherichia coli,0.002504,-0.080284,-0.171070,NC_024379,NC_024379 sample_54,"Escherichia phage PE3-1, complete genome."
81205,0.213360,-0.099741,-0.141770,NC_011751,NC_011751 sample_5,Escherichia coli,0.066551,-0.146200,-0.117460,NC_024379,NC_024379 sample_55,"Escherichia phage PE3-1, complete genome."
81206,0.165640,-0.086882,-0.131560,NC_011751,NC_011751 sample_6,Escherichia coli,0.073460,-0.031391,-0.150460,NC_024379,NC_024379 sample_56,"Escherichia phage PE3-1, complete genome."
81207,0.162240,-0.123070,-0.191340,NC_011751,NC_011751 sample_7,Escherichia coli,0.021064,-0.100010,-0.167880,NC_024379,NC_024379 sample_57,"Escherichia phage PE3-1, complete genome."
81208,0.257270,-0.138620,-0.050049,NC_011751,NC_011751 sample_8,Escherichia coli,0.084498,-0.073184,-0.003585,NC_024379,NC_024379 sample_58,"Escherichia phage PE3-1, complete genome."
81209,0.378070,-0.082527,-0.095122,NC_011751,NC_011751 sample_9,Escherichia coli,0.100450,-0.080855,-0.164070,NC_024379,NC_024379 sample_59,"Escherichia phage PE3-1, complete genome."
81800,0.433770,-0.217760,0.351670,NC_011770,NC_011770 sample_0,Pseudomonas aeruginosa,0.294130,-0.003470,-0.015437,NC_024381,NC_024381 sample_60,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
81801,0.205780,-0.195220,0.217030,NC_011770,NC_011770 sample_1,Pseudomonas aeruginosa,0.388250,-0.000262,-0.075796,NC_024381,NC_024381 sample_61,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
81802,0.360430,0.012664,0.275800,NC_011770,NC_011770 sample_2,Pseudomonas aeruginosa,0.213970,-0.054207,-0.038781,NC_024381,NC_024381 sample_62,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
81803,0.360690,-0.194280,0.247130,NC_011770,NC_011770 sample_3,Pseudomonas aeruginosa,0.212730,-0.015223,-0.243890,NC_024381,NC_024381 sample_63,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
81804,0.426800,-0.241820,0.258890,NC_011770,NC_011770 sample_4,Pseudomonas aeruginosa,0.132950,-0.134000,-0.001129,NC_024381,NC_024381 sample_64,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
81805,0.555700,-0.018622,0.421670,NC_011770,NC_011770 sample_5,Pseudomonas aeruginosa,0.080438,-0.294010,-0.161520,NC_024381,NC_024381 sample_65,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
81806,0.484880,-0.014197,0.253650,NC_011770,NC_011770 sample_6,Pseudomonas aeruginosa,0.310260,-0.037396,0.040349,NC_024381,NC_024381 sample_66,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
81807,0.456950,-0.040529,0.137990,NC_011770,NC_011770 sample_7,Pseudomonas aeruginosa,0.344450,0.008170,-0.015638,NC_024381,NC_024381 sample_67,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
81808,0.594910,-0.046130,0.319480,NC_011770,NC_011770 sample_8,Pseudomonas aeruginosa,0.244400,-0.093818,-0.283760,NC_024381,NC_024381 sample_68,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
81809,0.352250,-0.212490,0.097157,NC_011770,NC_011770 sample_9,Pseudomonas aeruginosa,0.242500,-0.148760,-0.130160,NC_024381,NC_024381 sample_69,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
85000,0.035912,-0.074515,-0.278600,NC_011993,NC_011993 sample_0,Escherichia coli,0.072094,-0.062944,-0.106800,NC_024379,NC_024379 sample_70,"Escherichia phage PE3-1, complete genome."
85001,0.227570,-0.071761,-0.118370,NC_011993,NC_011993 sample_1,Escherichia coli,0.204950,-0.055785,-0.150150,NC_024379,NC_024379 sample_71,"Escherichia phage PE3-1, complete genome."
85002,0.335880,-0.070275,-0.122860,NC_011993,NC_011993 sample_2,Escherichia coli,0.015337,-0.131050,-0.003136,NC_024379,NC_024379 sample_72,"Escherichia phage PE3-1, complete genome."
