,x,y,z,ncbi_id,sample_name,full_name
207621,-0.105110,-0.014148,0.062971,NC_018586,NC_018586 sample_21,Listeria monocytogenes SLCC2540
205449,-0.096773,-0.001267,0.027781,NC_018498,NC_018498 sample_49,Mycoplasma genitalium M2288
54539,0.029102,0.068765,-0.030668,NC_009659,NC_009659 sample_39,Janthinobacterium sp. Marseille
227840,-0.013646,0.045382,0.040115,NC_020387,NC_020387 sample_40,Dehalococcoides mccartyi BTF08
215819,0.081078,0.059106,-0.016739,NC_019386,NC_019386 sample_19,Thermus oshimai JL-2
27383,-0.016383,-0.003655,0.011429,NC_007530,NC_007530 sample_83,Bacillus anthracis str. 'Ames Ancestor'
152328,-0.092881,-0.029428,0.065506,NC_016632,NC_016632 sample_28,Serratia symbiotica str. 'Cinara cedri'
261428,-0.158270,-0.008741,0.112740,NC_022550,NC_022550 sample_28,Blattabacterium sp. (Nauphoeta cinerea)
214078,-0.179200,0.004241,0.098122,NC_018747,NC_018747 sample_78,Borrelia garinii NMJW1
47796,0.041586,0.079503,-0.040921,NC_009138,NC_009138 sample_96,Herminiimonas arsenicoxydans
210271,-0.050234,0.003788,0.013655,NC_018630,NC_018630 sample_71,Streptococcus pneumoniae gamPNI0373
247284,-0.047713,0.036046,0.019449,NC_021729,NC_021729 sample_84,Acinetobacter baumannii BJAB0868
44143,0.066787,0.069686,-0.063038,NC_008767,NC_008767 sample_43,Neisseria meningitidis FAM18
131246,0.013361,0.029331,0.010200,NC_015276,NC_015276 sample_46,Marinomonas mediterranea MMB-1
62519,0.298750,0.109470,-0.192550,NC_010172,NC_010172 sample_19,Methylobacterium extorquens PA1
174025,-0.060991,0.006114,0.021197,NC_017304,NC_017304 sample_25,Clostridium thermocellum DSM 1313
160827,-0.089027,0.019097,0.028683,NC_016938,NC_016938 sample_27,Melissococcus plutonius DAT561 chromosome 1
14777,-0.097578,-0.042260,0.080370,NC_005042,NC_005042 sample_77,Prochlorococcus marinus subsp. marinus str. CCMP1375 complete genome
149953,0.113210,0.063293,-0.062925,NC_016589,NC_016589 sample_53,Burkholderia sp. YI23 chromosome 1
229474,-0.020532,0.008360,0.020882,NC_020511,NC_020511 sample_74,Chlamydia trachomatis IU824 complete genome
221749,-0.144210,-0.033995,0.080385,NC_019908,NC_019908 sample_49,Brachyspira pilosicoli P43/6/78
202610,-0.063011,0.031396,0.054128,NC_018221,NC_018221 sample_10,Enterococcus faecalis D32
117902,0.030697,0.032534,0.015393,NC_014484,NC_014484 sample_2,Spirochaeta thermophila DSM 6192
39663,-0.128310,0.021563,0.057582,NC_008527,NC_008527 sample_63,Lactococcus lactis subsp. cremoris SK11
190749,-0.064109,0.009838,0.032285,NC_017633,NC_017633 sample_49,Escherichia coli ETEC H10407
188204,-0.020143,0.034010,0.060459,NC_017579,NC_017579 sample_4,Shewanella baltica OS117
101059,-0.153680,0.002708,0.049102,NC_013450,NC_013450 sample_59,Staphylococcus aureus subsp. aureus ED98
19854,-0.112360,0.001025,0.056836,NC_006370,NC_006370 sample_54,Photobacterium profundum SS9 chromosome 1
254368,-0.112120,-0.004370,0.077099,NC_022048,NC_022048 sample_68,Borrelia burgdorferi CA382
102396,0.288710,0.076944,-0.195960,NC_013521,NC_013521 sample_96,Sanguibacter keddieii DSM 10542
240060,-0.091389,-0.016358,0.051055,NC_021181,NC_021181 sample_60,Lactobacillus acidophilus La-14
41173,0.029159,0.064133,-0.000219,NC_008570,NC_008570 sample_73,Aeromonas hydrophila subsp. hydrophila ATCC 7966
45539,0.018215,0.027871,-0.010686,NC_008820,NC_008820 sample_39,Prochlorococcus marinus str. MIT 9303
113151,-0.052018,0.033787,0.058354,NC_014219,NC_014219 sample_51,Bacillus selenitireducens MLS10
249891,0.020659,0.048114,0.018151,NC_021837,NC_021837 sample_91,Listeria monocytogenes strain J2-031
153697,-0.105230,0.004655,0.071967,NC_016776,NC_016776 sample_97,Bacteroides fragilis 638R
52878,0.164110,0.124200,-0.104380,NC_009525,NC_009525 sample_78,Mycobacterium tuberculosis H37Ra
33087,0.115770,0.090578,-0.095604,NC_007973,NC_007973 sample_87,Cupriavidus metallidurans CH34
16994,0.199960,0.061200,0.048720,NC_005835,NC_005835 sample_94,Thermus thermophilus HB27
37461,0.047780,0.068281,-0.041656,NC_008343,NC_008343 sample_61,Granulibacter bethesdensis CGDNIH1
184702,0.004486,0.024209,0.018088,NC_017525,NC_017525 sample_2,Legionella pneumophila subsp. pneumophila str. Hextuple_2q
157913,0.100170,0.076194,-0.059419,NC_016845,NC_016845 sample_13,Klebsiella pneumoniae subsp. pneumoniae HS11286
236860,-0.108210,-0.024272,0.069828,NC_021002,NC_021002 sample_60,"Mycoplasma fermentans PG18 DNA, nearly complete genome"
97021,-0.036074,0.015647,0.008469,NC_013162,NC_013162 sample_21,Capnocytophaga ochracea DSM 7271
236325,-0.063009,0.011857,0.037311,NC_020974,NC_020974 sample_25,Chlamydia trachomatis L3/404/LN complete genome
0,-0.178580,-0.010882,0.074322,NC_000117,NC_000117 sample_0,Chlamydia trachomatis D/UW-3/CX
71262,0.278560,0.128050,-0.160590,NC_010725,NC_010725 sample_62,Methylobacterium populi BJ001
191112,-0.039774,0.008419,0.028676,NC_017641,NC_017641 sample_12,Escherichia coli UMNK88
24315,-0.072875,0.046589,0.030912,NC_007350,NC_007350 sample_15,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305
26413,0.273340,0.119340,-0.221470,NC_007510,NC_007510 sample_13,Burkholderia sp. 383 chromosome 1
205642,-0.166470,-0.022871,0.085979,NC_018507,NC_018507 sample_42,Candidatus Portiera aleyrodidarum BT-B
150097,0.131880,0.049365,-0.073895,NC_016590,NC_016590 sample_97,Burkholderia sp. YI23 chromosome 3
219944,-0.102990,0.004402,0.057198,NC_019771,NC_019771 sample_44,Anabaena cylindrica PCC 7122
169098,0.099003,0.064812,-0.036406,NC_017216,NC_017216 sample_98,Bifidobacterium animalis subsp. lactis BLC1
186855,0.061957,0.055244,0.008283,NC_017554,NC_017554 sample_55,Pantoea ananatis PA13
194027,0.162520,0.075929,-0.074699,NC_017765,NC_017765 sample_27,Streptomyces hygroscopicus subsp. jinggangensis 5008
8043,-0.077339,0.002593,0.058931,NC_003212,NC_003212 sample_43,Listeria innocua Clip11262
223192,-0.028433,0.037032,-0.001755,NC_019971,NC_019971 sample_92,Vibrio parahaemolyticus BB22OP chromosome 2
165465,0.265390,0.082262,-0.159590,NC_017093,NC_017093 sample_65,Actinoplanes missouriensis 431
197702,-0.081275,0.009251,0.055909,NC_017951,NC_017951 sample_2,Chlamydia trachomatis F/SW4
125355,0.058373,0.068329,-0.054388,NC_014837,NC_014837 sample_55,Pantoea sp. At-9b
229665,-0.043741,0.017221,0.025876,NC_020514,NC_020514 sample_65,Glaciecola psychrophila 170
201799,0.137900,0.076728,-0.048864,NC_018142,NC_018142 sample_99,Propionibacterium propionicum F0230a
165573,0.001031,0.034625,-0.002891,NC_017094,NC_017094 sample_73,Leptospirillum ferrooxidans C2-3
182568,-0.090526,-0.013433,0.022443,NC_017492,NC_017492 sample_68,Lactococcus lactis subsp. cremoris A76
57257,-0.046237,0.021177,0.019711,NC_009784,NC_009784 sample_57,Vibrio harveyi ATCC BAA-1116 chromosome II
206687,0.043146,0.025353,-0.010583,NC_018525,NC_018525 sample_87,Pectobacterium carotovorum subsp. carotovorum PCC21
240324,0.199690,0.088775,-0.105520,NC_021191,NC_021191 sample_24,Actinoplanes sp. N902-109
260954,0.000256,0.005853,0.019093,NC_022543,NC_022543 sample_54,Vibrio nigripulchritudo str. SFn1
211235,-0.039453,0.016729,0.018350,NC_018650,NC_018650 sample_35,Escherichia coli O104:H4 str. 2009EL-2050
106141,-0.056815,0.015870,0.022988,NC_013891,NC_013891 sample_41,Listeria seeligeri serovar 1/2b str. SLCC3954
216900,-0.141100,-0.034169,0.075134,NC_019552,NC_019552 sample_0,Mycoplasma hyorhinis SK76
210224,-0.036334,0.048969,0.027323,NC_018630,NC_018630 sample_24,Streptococcus pneumoniae gamPNI0373
80217,-0.050206,0.018067,0.030020,NC_011726,NC_011726 sample_17,Cyanothece sp. PCC 8801
179642,-0.050828,0.015548,-0.006774,NC_017436,NC_017436 sample_42,Chlamydia trachomatis D-LC
146812,-0.105570,-0.032122,0.054807,NC_016012,NC_016012 sample_12,Candidatus Arthromitus sp. SFB-rat-Yit
11549,-0.014620,0.006766,0.031540,NC_004347,NC_004347 sample_49,Shewanella oneidensis MR-1
247179,-0.110660,0.013380,0.049864,NC_021726,NC_021726 sample_79,Acinetobacter baumannii BJAB07104
269460,0.026782,0.042142,0.021998,NC_023137,NC_023137 sample_60,Phaeobacter gallaeciensis DSM 26640
80719,0.104180,0.066196,-0.023952,NC_011742,NC_011742 sample_19,Escherichia coli S88
137354,-0.045510,-0.022348,0.019300,NC_015589,NC_015589 sample_54,Desulfotomaculum ruminis DSM 2154
235245,-0.075981,-0.009482,0.041564,NC_020939,NC_020939 sample_45,Chlamydia trachomatis A/5291 complete genome
38751,-0.058060,0.008262,0.034366,NC_008497,NC_008497 sample_51,Lactobacillus brevis ATCC 367
242014,0.130310,0.097218,-0.055312,NC_021251,NC_021251 sample_14,Mycobacterium tuberculosis CCDC5079
257137,-0.127320,0.031704,0.074131,NC_022237,NC_022237 sample_37,Streptococcus intermedius C270
376,-0.090765,-0.005842,0.058664,NC_000908,NC_000908 sample_76,Mycoplasma genitalium G37
66033,0.300370,0.070489,-0.174290,NC_010511,NC_010511 sample_33,Methylobacterium sp. 4-46
203985,-0.084792,-0.013965,0.071124,NC_018411,NC_018411 sample_85,Mycoplasma gallisepticum NC06_2006.080-5-2P
182769,-0.080571,-0.019611,0.071474,NC_017502,NC_017502 sample_69,Mycoplasma gallisepticum str. R(high)
81600,0.051243,0.024851,-0.005985,NC_011768,NC_011768 sample_0,Desulfatibacillum alkenivorans AK-01
256885,-0.105410,-0.032440,0.081365,NC_022226,NC_022226 sample_85,Staphylococcus aureus subsp. aureus CN1
154662,-0.058000,-0.007866,0.041145,NC_016787,NC_016787 sample_62,Corynebacterium diphtheriae HC03
117429,0.142000,0.041821,-0.058764,NC_014414,NC_014414 sample_29,Parvularcula bermudensis HTCC2503
83972,-0.023712,0.043014,0.006299,NC_011958,NC_011958 sample_72,Rhodobacter sphaeroides KD131 chromosome 2
249231,-0.086571,0.004853,0.046862,NC_021827,NC_021827 sample_31,Listeria monocytogenes strain J1817
99319,-0.129640,-0.035964,0.051528,NC_013315,NC_013315 sample_19,Clostridium difficile CD196
74265,-0.034421,0.023979,0.017546,NC_011026,NC_011026 sample_65,Chloroherpeton thalassium ATCC 35110
158524,0.048813,0.056998,-0.043063,NC_016884,NC_016884 sample_24,Sulfobacillus acidophilus DSM 10332
72742,-0.016033,0.064826,0.028977,NC_010831,NC_010831 sample_42,Chlorobium phaeobacteroides BS1
7344,-0.009512,0.046423,0.002491,NC_003112,NC_003112 sample_44,Neisseria meningitidis MC58
83382,0.048982,0.036882,-0.041402,NC_011896,NC_011896 sample_82,Mycobacterium leprae Br4923
183628,0.035561,0.063279,-0.033822,NC_017514,NC_017514 sample_28,Neisseria meningitidis M01-240149
90687,0.201650,0.061207,-0.116930,NC_012721,NC_012721 sample_87,Burkholderia glumae BGR1 chromosome 2
100986,0.085084,0.059988,-0.036801,NC_013446,NC_013446 sample_86,Comamonas testosteroni CNB-2
62214,0.069724,0.020488,-0.062356,NC_010168,NC_010168 sample_14,Renibacterium salmoninarum ATCC 33209
22134,0.090007,0.055866,-0.017120,NC_006932,NC_006932 sample_34,Brucella abortus bv. 1 str. 9-941 chromosome I
31622,0.178950,0.098217,-0.115390,NC_007925,NC_007925 sample_22,Rhodopseudomonas palustris BisB18
67901,0.123920,0.104950,-0.058005,NC_010557,NC_010557 sample_1,Burkholderia ambifaria MC40-6 chromosome 3
169010,0.096033,0.074972,-0.032679,NC_017216,NC_017216 sample_10,Bifidobacterium animalis subsp. lactis BLC1
134481,-0.043277,-0.018839,0.004464,NC_015497,NC_015497 sample_81,Glaciecola sp. 4H-3-7+YE-5
166095,0.085258,0.030722,-0.005513,NC_017108,NC_017108 sample_95,Acetobacter pasteurianus IFO 3283-12
238554,-0.152380,-0.025001,0.104840,NC_021083,NC_021083 sample_54,Mycoplasma putrefaciens Mput9231
172244,-0.097922,0.016602,0.073235,NC_017279,NC_017279 sample_44,Campylobacter jejuni subsp. jejuni IA3902
29496,-0.062592,0.005714,0.034971,NC_007716,NC_007716 sample_96,Aster yellows witches'-broom phytoplasma AYWB
130657,-0.043069,0.053461,0.039376,NC_015214,NC_015214 sample_57,Lactobacillus acidophilus 30SC
27818,0.131940,0.106110,-0.098950,NC_007606,NC_007606 sample_18,Shigella dysenteriae Sd197
212350,0.117710,0.077792,-0.081156,NC_018681,NC_018681 sample_50,Nocardia brasiliensis ATCC 700358
70989,0.115380,0.093079,-0.012692,NC_010717,NC_010717 sample_89,Xanthomonas oryzae pv. oryzae PXO99A
125154,0.154940,0.109480,-0.088522,NC_014834,NC_014834 sample_54,Rhodopseudomonas palustris DX-1
29546,0.106880,0.070695,-0.047999,NC_007722,NC_007722 sample_46,Erythrobacter litoralis HTCC2594
196712,0.235140,0.104360,-0.186070,NC_017921,NC_017921 sample_12,Burkholderia sp. KJ006 chromosome 2
83795,0.138290,0.045785,-0.067155,NC_011901,NC_011901 sample_95,Thioalkalivibrio sulfidophilus HL-EbGr7
229341,-0.046742,0.012767,0.052490,NC_020510,NC_020510 sample_41,Blattabacterium sp. (Panesthia angustipennis spadica) str. BPAA DNA
202892,-0.119690,-0.005067,0.035765,NC_018267,NC_018267 sample_92,Wolbachia endosymbiont of Onchocerca ochengi
56252,-0.093875,0.016535,0.037854,NC_009718,NC_009718 sample_52,Fervidobacterium nodosum Rt17-B1
177452,-0.085911,0.014812,0.028013,NC_017366,NC_017366 sample_52,Helicobacter pylori F32
87153,-0.078310,-0.005563,0.087827,NC_012468,NC_012468 sample_53,Streptococcus pneumoniae 70585
108134,-0.020996,0.023278,0.043626,NC_014000,NC_014000 sample_34,Anabaena variabilis ATCC 29413 incision element
149037,-0.001165,0.043265,0.008929,NC_016446,NC_016446 sample_37,Vibrio cholerae O1 str. 2010EL-1786 chromosome 2
123196,-0.089954,0.001044,0.023125,NC_014758,NC_014758 sample_96,Calditerrivibrio nitroreducens DSM 19672
103739,0.111010,0.086502,-0.035095,NC_013714,NC_013714 sample_39,Bifidobacterium dentium Bd1
46298,0.157200,0.044528,-0.030827,NC_009049,NC_009049 sample_98,Rhodobacter sphaeroides ATCC 17029 chromosome 1
22203,0.081068,0.072515,-0.035545,NC_006933,NC_006933 sample_3,Brucella abortus bv. 1 str. 9-941 chromosome II
176850,-0.069276,0.034898,0.035421,NC_017358,NC_017358 sample_50,Helicobacter pylori Cuz20
68131,0.216940,0.054411,-0.073630,NC_010572,NC_010572 sample_31,Streptomyces griseus subsp. griseus NBRC 13350
123287,-0.135090,-0.017757,0.082443,NC_014759,NC_014759 sample_87,Marivirga tractuosa DSM 4126
29575,0.175330,0.092708,-0.132100,NC_007722,NC_007722 sample_75,Erythrobacter litoralis HTCC2594
211743,0.116690,0.086497,-0.065940,NC_018672,NC_018672 sample_43,Burkholderia phenoliruptrix BR3459a chromosome 2
187741,-0.061011,0.041619,0.037095,NC_017569,NC_017569 sample_41,Riemerella anatipestifer RA-GD
65078,-0.063734,0.020690,0.048888,NC_010471,NC_010471 sample_78,Leuconostoc citreum KM20
184528,0.082946,0.057551,-0.029522,NC_017523,NC_017523 sample_28,Mycobacterium tuberculosis CCDC5079
66108,0.168710,0.108970,-0.071126,NC_010512,NC_010512 sample_8,Burkholderia cenocepacia MC0-3 chromosome 3
166876,-0.020094,0.017736,-0.005954,NC_017160,NC_017160 sample_76,Yersinia pestis D182038
197023,-0.088019,0.015149,0.039585,NC_017926,NC_017926 sample_23,Helicobacter pylori XZ274
158783,-0.187340,-0.039566,0.089173,NC_016893,NC_016893 sample_83,Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)
204898,-0.120880,-0.029143,0.080260,NC_018420,NC_018420 sample_98,Secondary endosymbiont of Heteropsylla cubana
71217,0.184520,0.040579,-0.098717,NC_010725,NC_010725 sample_17,Methylobacterium populi BJ001
140968,-0.138670,-0.002766,0.047844,NC_015709,NC_015709 sample_68,Zymomonas mobilis subsp. pomaceae ATCC 29192
60650,-0.051926,0.013667,0.005605,NC_010080,NC_010080 sample_50,Lactobacillus helveticus DPC 4571
124947,0.195280,0.050827,-0.112670,NC_014831,NC_014831 sample_47,Thermaerobacter marianensis DSM 12885
168439,0.014716,0.033968,-0.003328,NC_017195,NC_017195 sample_39,Bacillus subtilis subsp. subtilis str. RO-NN-1
191261,-0.029152,0.047765,0.036616,NC_017644,NC_017644 sample_61,Escherichia coli NA114
55569,-0.191290,-0.013189,0.109560,NC_009698,NC_009698 sample_69,Clostridium botulinum A str. Hall
79816,0.206050,0.104500,-0.097951,NC_011662,NC_011662 sample_16,Thauera sp. MZ1T
121449,-0.065278,0.013155,0.056967,NC_014654,NC_014654 sample_49,Halanaerobium hydrogeniformans
121184,-0.100480,0.017273,0.065854,NC_014644,NC_014644 sample_84,Gardnerella vaginalis ATCC 14019
36428,-0.157140,-0.020045,0.058939,NC_008277,NC_008277 sample_28,Borrelia afzelii PKo
161387,-0.059613,0.013882,0.041788,NC_016945,NC_016945 sample_87,Vibrio cholerae IEC224 chromosome II
202052,-0.085716,-0.019634,0.057504,NC_018149,NC_018149 sample_52,Mycoplasma wenyonii str. Massachusetts
119456,-0.188300,-0.012148,0.082364,NC_014552,NC_014552 sample_56,Mycoplasma fermentans JER
18120,-0.084968,0.014299,0.050012,NC_006142,NC_006142 sample_20,Rickettsia typhi str. Wilmington
70991,0.164080,0.077549,-0.067138,NC_010717,NC_010717 sample_91,Xanthomonas oryzae pv. oryzae PXO99A
226145,-0.085483,-0.000214,0.072419,NC_020248,NC_020248 sample_45,Chlamydophila psittaci Mat116
178075,-0.015660,0.010849,0.052285,NC_017375,NC_017375 sample_75,Helicobacter pylori 83
60819,0.209380,0.072195,-0.151310,NC_010086,NC_010086 sample_19,Burkholderia multivorans ATCC 17616 chromosome 2
179165,-0.017033,0.019383,0.039334,NC_017429,NC_017429 sample_65,Chlamydia trachomatis G/9768
120719,0.136630,0.057969,-0.060947,NC_014638,NC_014638 sample_19,Bifidobacterium bifidum PRL2010
204441,-0.277420,-0.069046,0.136150,NC_018416,NC_018416 sample_41,Candidatus Carsonella ruddii HC isolate Thao2000
234276,0.220030,0.097980,-0.100270,NC_020895,NC_020895 sample_76,Streptomyces hygroscopicus subsp. jinggangensis TL01
210510,0.004761,0.021120,0.002677,NC_018641,NC_018641 sample_10,Lactobacillus casei W56
121316,-0.070233,0.033586,0.034901,NC_014652,NC_014652 sample_16,Caldicellulosiruptor hydrothermalis 108
7990,-0.103940,-0.007671,0.059884,NC_003210,NC_003210 sample_90,Listeria monocytogenes EGD-e
269864,-0.123790,0.006610,0.053789,NZ_AP012548,NZ_AP012548 sample_64,Blattabacterium sp. (Panesthia angustipennis spadica) str. BPAA
24305,-0.096579,0.001062,0.033387,NC_007350,NC_007350 sample_5,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305
126105,-0.107190,0.002025,0.052867,NC_014922,NC_014922 sample_5,Haemophilus influenzae F3047
204767,0.003103,0.012913,0.006330,NC_018419,NC_018419 sample_67,Secondary endosymbiont of Ctenarytaina eucalypti
157545,-0.031949,0.037491,0.008994,NC_016832,NC_016832 sample_45,Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12
32090,-0.015183,0.030550,0.013536,NC_007947,NC_007947 sample_90,Methylobacillus flagellatus KT
178647,0.039718,0.072673,0.004497,NC_017384,NC_017384 sample_47,Ketogulonigenium vulgarum WSH-001
104961,-0.006434,0.033715,-0.005507,NC_013768,NC_013768 sample_61,Listeria monocytogenes 08-5923
102056,-0.168450,-0.027355,0.086648,NC_013515,NC_013515 sample_56,Streptobacillus moniliformis DSM 12112
179090,-0.102690,0.015355,0.059063,NC_017418,NC_017418 sample_90,Borrelia burgdorferi N40
115048,0.070467,0.083345,-0.037254,NC_014323,NC_014323 sample_48,Herbaspirillum seropedicae SmR1
129013,0.192690,0.063500,-0.076476,NC_015138,NC_015138 sample_13,Acidovorax avenae subsp. avenae ATCC 19860
131520,-0.041279,-0.008999,0.025764,NC_015291,NC_015291 sample_20,Streptococcus oralis Uo5
38631,0.072264,0.092193,-0.023462,NC_008463,NC_008463 sample_31,Pseudomonas aeruginosa UCBPP-PA14
18951,-0.070959,0.024305,0.013655,NC_006347,NC_006347 sample_51,Bacteroides fragilis YCH46 DNA
45339,-0.164620,-0.045440,0.095731,NC_008817,NC_008817 sample_39,Prochlorococcus marinus str. MIT 9515
41207,-0.099840,0.010836,0.042157,NC_008571,NC_008571 sample_7,Gramella forsetii KT0803
109633,-0.092138,-0.001671,0.039243,NC_014041,NC_014041 sample_33,Zunongwangia profunda SM-A87
2416,0.017387,0.048719,0.001418,NC_002505,NC_002505 sample_16,Vibrio cholerae O1 biovar El Tor str. N16961 chromosome I
212081,-0.166210,-0.033662,0.103650,NC_018677,NC_018677 sample_81,Candidatus Portiera aleyrodidarum BT-B-HRs
114336,0.138620,0.061897,-0.120340,NC_014307,NC_014307 sample_36,Ralstonia solanacearum CFBP2957 chromosome complete genome
246885,-0.033131,0.046944,0.005406,NC_021721,NC_021721 sample_85,Lactobacillus casei LOCK919
266132,0.147020,0.091564,-0.081986,NC_022907,NC_022907 sample_32,Brucella ceti TE28753-12 chromosome 1
166594,0.046664,0.060743,-0.020567,NC_017146,NC_017146 sample_94,Acetobacter pasteurianus IFO 3283-26
22737,-0.076404,0.041794,0.033550,NC_007146,NC_007146 sample_37,Haemophilus influenzae 86-028NP
139251,-0.079477,0.016335,0.047770,NC_015672,NC_015672 sample_51,Flexistipes sinusarabici DSM 4947
77317,-0.080681,-0.004346,0.071404,NC_011312,NC_011312 sample_17,Aliivibrio salmonicida LFI1238 chromosome chromosome 1
129718,0.046818,0.073472,-0.028273,NC_015161,NC_015161 sample_18,Deinococcus proteolyticus MRP
107957,0.045867,0.029837,-0.023807,NC_013961,NC_013961 sample_57,Erwinia amylovora CFBP1430
18813,0.039280,0.066596,-0.009127,NC_006322,NC_006322 sample_13,Bacillus licheniformis DSM 13 = ATCC 14580
98685,0.058462,0.070617,0.000728,NC_013209,NC_013209 sample_85,Acetobacter pasteurianus IFO 3283-01
30434,-0.119610,-0.004511,0.083138,NC_007793,NC_007793 sample_34,Staphylococcus aureus subsp. aureus USA300_FPR3757
85337,-0.027362,0.027739,0.016494,NC_012026,NC_012026 sample_37,Anaplasma marginale str. Florida
129737,0.156380,0.093716,-0.047603,NC_015161,NC_015161 sample_37,Deinococcus proteolyticus MRP
260945,-0.021248,0.040082,-0.013563,NC_022543,NC_022543 sample_45,Vibrio nigripulchritudo str. SFn1
186084,-0.102730,-0.028387,0.069418,NC_017545,NC_017545 sample_84,Listeria monocytogenes J0161
83709,0.073355,0.050696,-0.032817,NC_011901,NC_011901 sample_9,Thioalkalivibrio sulfidophilus HL-EbGr7
83519,-0.059940,-0.002857,0.028984,NC_011899,NC_011899 sample_19,Halothermothrix orenii H 168
103353,0.121060,0.054814,-0.086433,NC_013595,NC_013595 sample_53,Streptosporangium roseum DSM 43021
116422,-0.056573,0.020738,0.027868,NC_014376,NC_014376 sample_22,Clostridium saccharolyticum WM1
78713,-0.076202,0.004796,0.030745,NC_011565,NC_011565 sample_13,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2
197782,-0.092735,0.011970,0.077208,NC_017951,NC_017951 sample_82,Chlamydia trachomatis F/SW4
89376,-0.063677,-0.013814,0.045974,NC_012633,NC_012633 sample_76,Rickettsia africae ESF-5
214859,0.040961,0.047704,0.013459,NC_018870,NC_018870 sample_59,Thermacetogenium phaeum DSM 12270
25143,-0.097629,0.002644,0.048114,NC_007432,NC_007432 sample_43,Streptococcus agalactiae A909
11687,-0.030389,0.011552,0.025307,NC_004350,NC_004350 sample_87,Streptococcus mutans UA159
71432,-0.121560,0.014056,0.040043,NC_010730,NC_010730 sample_32,Sulfurihydrogenibium sp. YO3AOP1
244436,-0.120600,-0.010409,0.067057,NC_021494,NC_021494 sample_36,Lactobacillus reuteri I5007
189636,-0.025525,0.018642,0.045158,NC_017618,NC_017618 sample_36,Streptococcus suis JS14
28311,0.046187,0.045583,-0.035182,NC_007624,NC_007624 sample_11,Brucella melitensis biovar Abortus 2308 chromosome II
228071,-0.067846,0.012772,0.037987,NC_020410,NC_020410 sample_71,Bacillus amyloliquefaciens subsp. plantarum UCMB5036 complete genome
53937,0.009414,0.065543,0.004745,NC_009636,NC_009636 sample_37,Sinorhizobium medicae WSM419
239082,0.185020,0.074652,-0.122770,NC_021150,NC_021150 sample_82,Azotobacter vinelandii CA6
149475,-0.090244,0.007511,0.070166,NC_016513,NC_016513 sample_75,Aggregatibacter actinomycetemcomitans ANH9381
226726,-0.045717,0.024646,0.049336,NC_020286,NC_020286 sample_26,Synechocystis sp. PCC 6803
243587,-0.180560,-0.003461,0.079709,NC_021350,NC_021350 sample_87,Legionella pneumophila subsp. pneumophila str. Thunder Bay
199148,0.073749,0.072135,-0.033482,NC_018012,NC_018012 sample_48,Thiocystis violascens DSM 198
196018,0.009318,0.025550,0.010846,NC_017905,NC_017905 sample_18,Streptococcus parasanguinis FW213
46911,0.175890,0.052397,-0.098463,NC_009077,NC_009077 sample_11,Mycobacterium sp. JLS
109754,0.022502,0.055528,-0.023238,NC_014098,NC_014098 sample_54,Kyrpidia tusciae DSM 2912
55809,-0.046234,0.019938,0.027746,NC_009707,NC_009707 sample_9,Campylobacter jejuni subsp. doylei 269.97
65854,-0.046292,0.021745,0.035542,NC_010506,NC_010506 sample_54,Shewanella woodyi ATCC 51908
72319,0.249230,0.073576,-0.214490,NC_010805,NC_010805 sample_19,Burkholderia multivorans ATCC 17616 chromosome 2
75442,0.011833,0.021340,0.027984,NC_011134,NC_011134 sample_42,Streptococcus equi subsp. zooepidemicus MGCS10565
174619,-0.012796,0.017042,0.006839,NC_017310,NC_017310 sample_19,Desulfovibrio vulgaris RCH1
260416,-0.019990,0.018165,0.033534,NC_022528,NC_022528 sample_16,Vibrio nigripulchritudo str. SFn1
183094,0.007547,0.044243,0.031305,NC_017505,NC_017505 sample_94,Neisseria meningitidis alpha710
218826,0.085299,0.090336,-0.004456,NC_019701,NC_019701 sample_26,Pseudanabaena sp. PCC 7367
125022,-0.023055,0.028803,0.034658,NC_014833,NC_014833 sample_22,Ruminococcus albus 7
158942,-0.090564,-0.017522,0.046563,NC_016901,NC_016901 sample_42,Shewanella baltica OS678
122164,-0.141340,-0.018636,0.053469,NC_014720,NC_014720 sample_64,Caldicellulosiruptor kronotskyensis 2002
140158,0.281590,0.112580,-0.186560,NC_015684,NC_015684 sample_58,Oligotropha carboxidovorans OM5
156361,-0.050257,0.031305,0.056522,NC_016808,NC_016808 sample_61,Pasteurella multocida 36950
136127,-0.050250,0.016487,0.040535,NC_015565,NC_015565 sample_27,Desulfotomaculum carboxydivorans CO-1-SRB
233181,0.007059,0.064450,0.016314,NC_020815,NC_020815 sample_81,Xanthomonas citri subsp. citri Aw12879
261658,0.111680,0.083364,-0.047098,NC_022567,NC_022567 sample_58,Adlercreutzia equolifaciens DSM 19450 DNA
167585,-0.177260,-0.028354,0.117150,NC_017177,NC_017177 sample_85,Clostridium difficile BI1
8073,-0.080507,0.009488,0.065237,NC_003212,NC_003212 sample_73,Listeria innocua Clip11262
58072,-0.000238,0.043489,0.015084,NC_009832,NC_009832 sample_72,Serratia proteamaculans 568
