,principal_x,principal_y,principal_z,ncbi_id,sample_name,full_name
1454,-0.517253,6.040246,9.834591,NC_004917,NC_004917 sample_4,Helicobacter hepaticus ATCC 51449
1455,0.197456,8.390321,10.847039,NC_004917,NC_004917 sample_5,Helicobacter hepaticus ATCC 51449
1456,0.717506,9.618842,11.132535,NC_004917,NC_004917 sample_6,Helicobacter hepaticus ATCC 51449
1457,-0.807431,2.666630,6.083023,NC_004917,NC_004917 sample_7,Helicobacter hepaticus ATCC 51449
1458,-0.317249,6.099083,9.853299,NC_004917,NC_004917 sample_8,Helicobacter hepaticus ATCC 51449
1459,0.146529,8.457527,10.954453,NC_004917,NC_004917 sample_9,Helicobacter hepaticus ATCC 51449
1460,6.169034,12.045832,0.927092,NC_005027,NC_005027 sample_0,Rhodopirellula baltica SH 1
1461,6.229786,12.260612,0.812454,NC_005027,NC_005027 sample_1,Rhodopirellula baltica SH 1
1462,9.373915,9.779753,0.943110,NC_005027,NC_005027 sample_2,Rhodopirellula baltica SH 1
1463,8.619335,10.253736,0.744197,NC_005027,NC_005027 sample_3,Rhodopirellula baltica SH 1
1464,6.918472,11.708344,0.814504,NC_005027,NC_005027 sample_4,Rhodopirellula baltica SH 1
1465,7.658982,11.133143,0.842399,NC_005027,NC_005027 sample_5,Rhodopirellula baltica SH 1
1466,9.718974,8.968080,1.145496,NC_005027,NC_005027 sample_6,Rhodopirellula baltica SH 1
1467,11.093191,7.565035,3.004503,NC_005027,NC_005027 sample_7,Rhodopirellula baltica SH 1
1468,7.999854,10.898612,0.842406,NC_005027,NC_005027 sample_8,Rhodopirellula baltica SH 1
1469,5.275918,13.142523,1.278157,NC_005027,NC_005027 sample_9,Rhodopirellula baltica SH 1
1470,0.162438,8.858436,11.115005,NC_005042,NC_005042 sample_0,Prochlorococcus marinus subsp. marinus str. CCMP1375 complete genome
1471,1.853643,12.813600,9.245035,NC_005042,NC_005042 sample_1,Prochlorococcus marinus subsp. marinus str. CCMP1375 complete genome
1472,1.927934,13.722893,8.020152,NC_005042,NC_005042 sample_2,Prochlorococcus marinus subsp. marinus str. CCMP1375 complete genome
1473,0.532248,8.232138,11.095883,NC_005042,NC_005042 sample_3,Prochlorococcus marinus subsp. marinus str. CCMP1375 complete genome
1474,1.533847,10.904666,10.678911,NC_005042,NC_005042 sample_4,Prochlorococcus marinus subsp. marinus str. CCMP1375 complete genome
1475,-0.200223,7.055583,10.760575,NC_005042,NC_005042 sample_5,Prochlorococcus marinus subsp. marinus str. CCMP1375 complete genome
1476,0.728239,9.080793,11.073945,NC_005042,NC_005042 sample_6,Prochlorococcus marinus subsp. marinus str. CCMP1375 complete genome
1477,4.571752,13.675701,2.213844,NC_005042,NC_005042 sample_7,Prochlorococcus marinus subsp. marinus str. CCMP1375 complete genome
1478,1.902472,12.214902,9.553385,NC_005042,NC_005042 sample_8,Prochlorococcus marinus subsp. marinus str. CCMP1375 complete genome
1479,-0.507788,1.998496,5.026773,NC_005042,NC_005042 sample_9,Prochlorococcus marinus subsp. marinus str. CCMP1375 complete genome
1480,1.252475,11.912387,10.150630,NC_005043,NC_005043 sample_0,Chlamydophila pneumoniae TW-183
1481,-0.333348,6.401289,9.915735,NC_005043,NC_005043 sample_1,Chlamydophila pneumoniae TW-183
1482,0.622743,10.181246,10.941031,NC_005043,NC_005043 sample_2,Chlamydophila pneumoniae TW-183
1483,-0.930623,4.507588,8.291647,NC_005043,NC_005043 sample_3,Chlamydophila pneumoniae TW-183
1484,-0.289197,7.038962,10.643356,NC_005043,NC_005043 sample_4,Chlamydophila pneumoniae TW-183
1485,2.727170,13.735235,7.358520,NC_005043,NC_005043 sample_5,Chlamydophila pneumoniae TW-183
1486,-0.386283,7.188515,10.302269,NC_005043,NC_005043 sample_6,Chlamydophila pneumoniae TW-183
1487,1.423208,11.431926,10.093620,NC_005043,NC_005043 sample_7,Chlamydophila pneumoniae TW-183
1488,-0.657354,4.989591,9.475193,NC_005043,NC_005043 sample_8,Chlamydophila pneumoniae TW-183
1489,1.768780,11.647197,9.991203,NC_005043,NC_005043 sample_9,Chlamydophila pneumoniae TW-183
1490,0.489685,0.087144,1.627245,NC_005061,NC_005061 sample_0,Candidatus Blochmannia floridanus
1491,0.420391,0.207007,1.902474,NC_005061,NC_005061 sample_1,Candidatus Blochmannia floridanus
1492,-0.641807,3.341203,7.431705,NC_005061,NC_005061 sample_2,Candidatus Blochmannia floridanus
1493,-0.173745,6.093459,10.014113,NC_005061,NC_005061 sample_3,Candidatus Blochmannia floridanus
1494,-0.563166,2.915069,6.614321,NC_005061,NC_005061 sample_4,Candidatus Blochmannia floridanus
1495,-0.337388,1.738653,4.587501,NC_005061,NC_005061 sample_5,Candidatus Blochmannia floridanus
1496,0.150282,0.553968,2.618405,NC_005061,NC_005061 sample_6,Candidatus Blochmannia floridanus
1497,0.824484,-0.946035,-0.222199,NC_005061,NC_005061 sample_7,Candidatus Blochmannia floridanus
1498,-0.704335,3.070451,7.054521,NC_005061,NC_005061 sample_8,Candidatus Blochmannia floridanus
1499,-0.840478,4.173047,8.470664,NC_005061,NC_005061 sample_9,Candidatus Blochmannia floridanus
1500,8.546013,10.290423,0.941779,NC_005070,NC_005070 sample_0,Synechococcus sp. WH 8102
1501,11.208867,7.443625,3.319749,NC_005070,NC_005070 sample_1,Synechococcus sp. WH 8102
1502,11.060225,3.800298,8.113800,NC_005070,NC_005070 sample_2,Synechococcus sp. WH 8102
1503,11.285954,6.962604,3.718703,NC_005070,NC_005070 sample_3,Synechococcus sp. WH 8102
1504,10.834209,7.499022,2.673306,NC_005070,NC_005070 sample_4,Synechococcus sp. WH 8102
1505,9.061054,10.156553,0.986320,NC_005070,NC_005070 sample_5,Synechococcus sp. WH 8102
1506,-0.822853,3.526575,7.324653,NC_005070,NC_005070 sample_6,Synechococcus sp. WH 8102
1507,11.157278,6.991592,3.416258,NC_005070,NC_005070 sample_7,Synechococcus sp. WH 8102
1508,1.424795,11.780341,10.052471,NC_005070,NC_005070 sample_8,Synechococcus sp. WH 8102
1509,8.442283,10.733101,0.756517,NC_005070,NC_005070 sample_9,Synechococcus sp. WH 8102
1510,2.693271,14.080300,4.965393,NC_005071,NC_005071 sample_0,Prochlorococcus marinus str. MIT 9313
1511,8.467347,10.370052,0.806773,NC_005071,NC_005071 sample_1,Prochlorococcus marinus str. MIT 9313
1512,4.003043,13.832026,2.681897,NC_005071,NC_005071 sample_2,Prochlorococcus marinus str. MIT 9313
1513,6.194877,12.516521,0.870123,NC_005071,NC_005071 sample_3,Prochlorococcus marinus str. MIT 9313
1514,4.066761,13.494014,2.678297,NC_005071,NC_005071 sample_4,Prochlorococcus marinus str. MIT 9313
1515,5.728684,12.794692,0.889265,NC_005071,NC_005071 sample_5,Prochlorococcus marinus str. MIT 9313
1516,7.953855,10.892550,0.590485,NC_005071,NC_005071 sample_6,Prochlorococcus marinus str. MIT 9313
1517,6.716372,12.014295,0.458904,NC_005071,NC_005071 sample_7,Prochlorococcus marinus str. MIT 9313
1518,5.936772,12.340038,1.467385,NC_005071,NC_005071 sample_8,Prochlorococcus marinus str. MIT 9313
1519,3.507114,14.032941,4.255242,NC_005071,NC_005071 sample_9,Prochlorococcus marinus str. MIT 9313
1520,-0.816765,4.513242,8.224998,NC_005072,NC_005072 sample_0,Prochlorococcus marinus subsp. pastoris str. CCMP1986
1521,-0.743082,2.728641,6.350829,NC_005072,NC_005072 sample_1,Prochlorococcus marinus subsp. pastoris str. CCMP1986
1522,0.387686,0.233116,1.900217,NC_005072,NC_005072 sample_2,Prochlorococcus marinus subsp. pastoris str. CCMP1986
1523,0.031258,8.865208,11.261317,NC_005072,NC_005072 sample_3,Prochlorococcus marinus subsp. pastoris str. CCMP1986
1524,-0.748745,3.282041,6.802467,NC_005072,NC_005072 sample_4,Prochlorococcus marinus subsp. pastoris str. CCMP1986
1525,-0.070647,6.567720,10.247900,NC_005072,NC_005072 sample_5,Prochlorococcus marinus subsp. pastoris str. CCMP1986
1526,0.695396,9.146697,11.296074,NC_005072,NC_005072 sample_6,Prochlorococcus marinus subsp. pastoris str. CCMP1986
1527,-0.640569,4.231483,8.179934,NC_005072,NC_005072 sample_7,Prochlorococcus marinus subsp. pastoris str. CCMP1986
1528,-0.587066,2.163071,5.462560,NC_005072,NC_005072 sample_8,Prochlorococcus marinus subsp. pastoris str. CCMP1986
1529,0.600897,-0.115793,1.254884,NC_005072,NC_005072 sample_9,Prochlorococcus marinus subsp. pastoris str. CCMP1986
1530,11.163768,5.417852,6.018504,NC_005085,NC_005085 sample_0,Chromobacterium violaceum ATCC 12472
1531,10.588251,2.220695,14.343799,NC_005085,NC_005085 sample_1,Chromobacterium violaceum ATCC 12472
1532,7.671559,10.891336,0.998106,NC_005085,NC_005085 sample_2,Chromobacterium violaceum ATCC 12472
1533,10.835358,3.553104,8.537780,NC_005085,NC_005085 sample_3,Chromobacterium violaceum ATCC 12472
1534,10.635388,2.230150,14.487838,NC_005085,NC_005085 sample_4,Chromobacterium violaceum ATCC 12472
1535,-0.484771,6.924062,10.152751,NC_005085,NC_005085 sample_5,Chromobacterium violaceum ATCC 12472
1536,11.105719,7.614921,3.141089,NC_005085,NC_005085 sample_6,Chromobacterium violaceum ATCC 12472
1537,4.289743,13.581697,3.265103,NC_005085,NC_005085 sample_7,Chromobacterium violaceum ATCC 12472
1538,10.846459,7.275203,2.923431,NC_005085,NC_005085 sample_8,Chromobacterium violaceum ATCC 12472
1539,10.273963,2.272102,13.204752,NC_005085,NC_005085 sample_9,Chromobacterium violaceum ATCC 12472
1540,4.070096,13.971087,2.960114,NC_005090,NC_005090 sample_0,Wolinella succinogenes DSM 1740
1541,3.374299,14.387836,4.183149,NC_005090,NC_005090 sample_1,Wolinella succinogenes DSM 1740
1542,1.968302,13.880675,7.150202,NC_005090,NC_005090 sample_2,Wolinella succinogenes DSM 1740
1543,2.555464,13.903255,7.472640,NC_005090,NC_005090 sample_3,Wolinella succinogenes DSM 1740
1544,2.639877,13.938757,5.204574,NC_005090,NC_005090 sample_4,Wolinella succinogenes DSM 1740
1545,6.222501,12.222374,1.148290,NC_005090,NC_005090 sample_5,Wolinella succinogenes DSM 1740
1546,5.561538,12.590482,1.589130,NC_005090,NC_005090 sample_6,Wolinella succinogenes DSM 1740
1547,3.275435,14.117411,5.252707,NC_005090,NC_005090 sample_7,Wolinella succinogenes DSM 1740
1548,4.993332,13.462626,1.888449,NC_005090,NC_005090 sample_8,Wolinella succinogenes DSM 1740
1549,2.151838,13.337604,7.993598,NC_005090,NC_005090 sample_9,Wolinella succinogenes DSM 1740
1550,11.442585,6.542395,4.291617,NC_005125,NC_005125 sample_0,Gloeobacter violaceus PCC 7421
1551,5.068876,13.035614,2.128209,NC_005125,NC_005125 sample_1,Gloeobacter violaceus PCC 7421
1552,10.208646,8.655561,1.549240,NC_005125,NC_005125 sample_2,Gloeobacter violaceus PCC 7421
1553,6.082342,12.257344,0.821024,NC_005125,NC_005125 sample_3,Gloeobacter violaceus PCC 7421
1554,9.653522,9.414687,1.167458,NC_005125,NC_005125 sample_4,Gloeobacter violaceus PCC 7421
1555,11.167706,6.427994,4.241822,NC_005125,NC_005125 sample_5,Gloeobacter violaceus PCC 7421
1556,11.097745,5.950065,5.087374,NC_005125,NC_005125 sample_6,Gloeobacter violaceus PCC 7421
1557,9.753972,9.092691,1.334357,NC_005125,NC_005125 sample_7,Gloeobacter violaceus PCC 7421
1558,8.687261,10.360457,0.909378,NC_005125,NC_005125 sample_8,Gloeobacter violaceus PCC 7421
1559,9.345884,9.847551,0.912168,NC_005125,NC_005125 sample_9,Gloeobacter violaceus PCC 7421
1560,0.436282,9.913087,10.893334,NC_005126,NC_005126 sample_0,Photorhabdus luminescens subsp. laumondii TTO1
1561,2.921673,13.923280,5.833153,NC_005126,NC_005126 sample_1,Photorhabdus luminescens subsp. laumondii TTO1
1562,3.284844,14.086578,5.454560,NC_005126,NC_005126 sample_2,Photorhabdus luminescens subsp. laumondii TTO1
1563,-0.873348,3.354360,7.259937,NC_005126,NC_005126 sample_3,Photorhabdus luminescens subsp. laumondii TTO1
1564,3.727835,13.908721,3.117358,NC_005126,NC_005126 sample_4,Photorhabdus luminescens subsp. laumondii TTO1
1565,0.571572,-0.048995,1.388821,NC_005126,NC_005126 sample_5,Photorhabdus luminescens subsp. laumondii TTO1
1566,0.085834,8.945807,10.905403,NC_005126,NC_005126 sample_6,Photorhabdus luminescens subsp. laumondii TTO1
1567,1.501587,11.244261,10.456112,NC_005126,NC_005126 sample_7,Photorhabdus luminescens subsp. laumondii TTO1
1568,3.810340,13.761298,3.133876,NC_005126,NC_005126 sample_8,Photorhabdus luminescens subsp. laumondii TTO1
1569,3.619032,13.778331,4.271074,NC_005126,NC_005126 sample_9,Photorhabdus luminescens subsp. laumondii TTO1
1570,7.747959,10.930874,0.940362,NC_005139,NC_005139 sample_0,Vibrio vulnificus YJ016 chromosome I
1571,6.711092,11.807107,0.474047,NC_005139,NC_005139 sample_1,Vibrio vulnificus YJ016 chromosome I
1572,4.611381,13.627553,2.018019,NC_005139,NC_005139 sample_2,Vibrio vulnificus YJ016 chromosome I
1573,2.875400,14.312163,5.614038,NC_005139,NC_005139 sample_3,Vibrio vulnificus YJ016 chromosome I
1574,5.595892,12.439306,1.278069,NC_005139,NC_005139 sample_4,Vibrio vulnificus YJ016 chromosome I
1575,1.961221,13.264657,8.636250,NC_005139,NC_005139 sample_5,Vibrio vulnificus YJ016 chromosome I
1576,6.787543,11.978415,0.734923,NC_005139,NC_005139 sample_6,Vibrio vulnificus YJ016 chromosome I
1577,6.909791,11.720166,0.778170,NC_005139,NC_005139 sample_7,Vibrio vulnificus YJ016 chromosome I
1578,3.572842,13.747854,3.832252,NC_005139,NC_005139 sample_8,Vibrio vulnificus YJ016 chromosome I
1579,3.799677,13.846542,3.649812,NC_005139,NC_005139 sample_9,Vibrio vulnificus YJ016 chromosome I
1580,3.463652,14.050514,3.483287,NC_005140,NC_005140 sample_0,Vibrio vulnificus YJ016 chromosome II
1581,3.064705,14.270220,5.999705,NC_005140,NC_005140 sample_1,Vibrio vulnificus YJ016 chromosome II
1582,3.408971,14.261416,4.800251,NC_005140,NC_005140 sample_2,Vibrio vulnificus YJ016 chromosome II
1583,3.183756,14.233768,4.586053,NC_005140,NC_005140 sample_3,Vibrio vulnificus YJ016 chromosome II
1584,3.745364,13.641928,3.652216,NC_005140,NC_005140 sample_4,Vibrio vulnificus YJ016 chromosome II
1585,3.316324,14.291469,4.489507,NC_005140,NC_005140 sample_5,Vibrio vulnificus YJ016 chromosome II
1586,3.749484,14.040914,4.095651,NC_005140,NC_005140 sample_6,Vibrio vulnificus YJ016 chromosome II
1587,5.649416,12.557946,0.984392,NC_005140,NC_005140 sample_7,Vibrio vulnificus YJ016 chromosome II
1588,9.378570,9.405913,1.086470,NC_005140,NC_005140 sample_8,Vibrio vulnificus YJ016 chromosome II
1589,5.604477,12.713867,1.410890,NC_005140,NC_005140 sample_9,Vibrio vulnificus YJ016 chromosome II
1590,-0.925402,4.556334,8.551020,NC_005295,NC_005295 sample_0,Ehrlichia ruminantium str. Welgevonden
1591,0.695516,-0.162630,1.131503,NC_005295,NC_005295 sample_1,Ehrlichia ruminantium str. Welgevonden
1592,-0.635753,3.724347,7.581807,NC_005295,NC_005295 sample_2,Ehrlichia ruminantium str. Welgevonden
1593,-0.679714,3.555085,7.145236,NC_005295,NC_005295 sample_3,Ehrlichia ruminantium str. Welgevonden
1594,-0.194597,1.543829,4.154669,NC_005295,NC_005295 sample_4,Ehrlichia ruminantium str. Welgevonden
1595,0.577930,-0.131961,1.236739,NC_005295,NC_005295 sample_5,Ehrlichia ruminantium str. Welgevonden
1596,-0.522910,2.809720,6.631472,NC_005295,NC_005295 sample_6,Ehrlichia ruminantium str. Welgevonden
1597,-0.592330,4.374262,8.833000,NC_005295,NC_005295 sample_7,Ehrlichia ruminantium str. Welgevonden
1598,-0.015614,0.607384,2.859516,NC_005295,NC_005295 sample_8,Ehrlichia ruminantium str. Welgevonden
1599,0.164601,0.653235,2.729743,NC_005295,NC_005295 sample_9,Ehrlichia ruminantium str. Welgevonden
1600,11.424699,5.744292,5.209523,NC_005296,NC_005296 sample_0,Rhodopseudomonas palustris CGA009
1601,11.664533,5.990081,5.006841,NC_005296,NC_005296 sample_1,Rhodopseudomonas palustris CGA009
1602,10.928548,3.524434,8.492706,NC_005296,NC_005296 sample_2,Rhodopseudomonas palustris CGA009
1603,9.739845,9.136775,1.335850,NC_005296,NC_005296 sample_3,Rhodopseudomonas palustris CGA009
1604,10.660653,3.046269,9.128817,NC_005296,NC_005296 sample_4,Rhodopseudomonas palustris CGA009
1605,10.459184,2.751043,10.245602,NC_005296,NC_005296 sample_5,Rhodopseudomonas palustris CGA009
1606,11.058306,3.778194,8.056054,NC_005296,NC_005296 sample_6,Rhodopseudomonas palustris CGA009
1607,11.460805,6.184499,5.003236,NC_005296,NC_005296 sample_7,Rhodopseudomonas palustris CGA009
1608,10.163564,2.339954,11.103249,NC_005296,NC_005296 sample_8,Rhodopseudomonas palustris CGA009
1609,10.290502,2.336013,12.980083,NC_005296,NC_005296 sample_9,Rhodopseudomonas palustris CGA009
1610,0.327933,0.519901,2.415766,NC_005303,NC_005303 sample_0,Onion yellows phytoplasma OY-M
1611,-0.221698,1.509563,4.103373,NC_005303,NC_005303 sample_1,Onion yellows phytoplasma OY-M
1612,0.877406,-1.308373,-0.857918,NC_005303,NC_005303 sample_2,Onion yellows phytoplasma OY-M
1613,-0.452250,2.056513,5.017760,NC_005303,NC_005303 sample_3,Onion yellows phytoplasma OY-M
1614,-0.689994,3.851182,7.875098,NC_005303,NC_005303 sample_4,Onion yellows phytoplasma OY-M
1615,1.477730,11.743428,10.095323,NC_005303,NC_005303 sample_5,Onion yellows phytoplasma OY-M
1616,0.733321,-1.928370,-1.995117,NC_005303,NC_005303 sample_6,Onion yellows phytoplasma OY-M
1617,-0.316983,1.812228,4.703940,NC_005303,NC_005303 sample_7,Onion yellows phytoplasma OY-M
1618,0.596372,-0.174118,1.155887,NC_005303,NC_005303 sample_8,Onion yellows phytoplasma OY-M
1619,0.266848,0.529153,2.454286,NC_005303,NC_005303 sample_9,Onion yellows phytoplasma OY-M
1620,0.754736,8.939641,11.033724,NC_005362,NC_005362 sample_0,Lactobacillus johnsonii NCC 533
1621,-0.847403,5.164463,9.066463,NC_005362,NC_005362 sample_1,Lactobacillus johnsonii NCC 533
1622,-0.678951,5.166863,9.529088,NC_005362,NC_005362 sample_2,Lactobacillus johnsonii NCC 533
1623,-0.394129,5.358716,9.724077,NC_005362,NC_005362 sample_3,Lactobacillus johnsonii NCC 533
1624,2.082214,12.532423,9.303110,NC_005362,NC_005362 sample_4,Lactobacillus johnsonii NCC 533
1625,-0.709316,4.591605,8.586342,NC_005362,NC_005362 sample_5,Lactobacillus johnsonii NCC 533
1626,-0.740310,4.033178,7.945328,NC_005362,NC_005362 sample_6,Lactobacillus johnsonii NCC 533
1627,1.072952,10.752404,10.769911,NC_005362,NC_005362 sample_7,Lactobacillus johnsonii NCC 533
1628,-1.001052,3.462698,7.298368,NC_005362,NC_005362 sample_8,Lactobacillus johnsonii NCC 533
1629,-0.398334,5.293284,9.617074,NC_005362,NC_005362 sample_9,Lactobacillus johnsonii NCC 533
1630,2.062814,13.942224,7.323978,NC_005363,NC_005363 sample_0,Bdellovibrio bacteriovorus HD100
1631,4.339233,13.869447,2.981600,NC_005363,NC_005363 sample_1,Bdellovibrio bacteriovorus HD100
1632,4.741386,13.196383,2.054980,NC_005363,NC_005363 sample_2,Bdellovibrio bacteriovorus HD100
1633,3.197156,14.084572,4.204783,NC_005363,NC_005363 sample_3,Bdellovibrio bacteriovorus HD100
1634,1.140239,12.448884,9.409266,NC_005363,NC_005363 sample_4,Bdellovibrio bacteriovorus HD100
1635,3.516434,13.986474,3.937267,NC_005363,NC_005363 sample_5,Bdellovibrio bacteriovorus HD100
1636,5.473502,12.824969,1.134552,NC_005363,NC_005363 sample_6,Bdellovibrio bacteriovorus HD100
1637,6.125343,12.280766,0.917460,NC_005363,NC_005363 sample_7,Bdellovibrio bacteriovorus HD100
1638,5.612070,12.749590,1.393553,NC_005363,NC_005363 sample_8,Bdellovibrio bacteriovorus HD100
1639,4.295522,13.506863,3.097334,NC_005363,NC_005363 sample_9,Bdellovibrio bacteriovorus HD100
1640,-0.201138,1.020018,3.589319,NC_005364,NC_005364 sample_0,Mycoplasma mycoides subsp. mycoides SC str. PG1
1641,0.291489,0.327982,2.134620,NC_005364,NC_005364 sample_1,Mycoplasma mycoides subsp. mycoides SC str. PG1
1642,0.024244,0.922658,3.174010,NC_005364,NC_005364 sample_2,Mycoplasma mycoides subsp. mycoides SC str. PG1
1643,-0.429749,1.557703,4.499611,NC_005364,NC_005364 sample_3,Mycoplasma mycoides subsp. mycoides SC str. PG1
1644,0.300613,0.315705,2.110288,NC_005364,NC_005364 sample_4,Mycoplasma mycoides subsp. mycoides SC str. PG1
1645,-0.856215,3.630055,7.462714,NC_005364,NC_005364 sample_5,Mycoplasma mycoides subsp. mycoides SC str. PG1
1646,0.385668,0.373261,2.149000,NC_005364,NC_005364 sample_6,Mycoplasma mycoides subsp. mycoides SC str. PG1
1647,0.876724,-1.396814,-1.015048,NC_005364,NC_005364 sample_7,Mycoplasma mycoides subsp. mycoides SC str. PG1
1648,0.853750,-1.093723,-0.472770,NC_005364,NC_005364 sample_8,Mycoplasma mycoides subsp. mycoides SC str. PG1
1649,-0.138504,0.966379,3.405437,NC_005364,NC_005364 sample_9,Mycoplasma mycoides subsp. mycoides SC str. PG1
1650,10.482255,7.894130,2.039006,NC_005773,NC_005773 sample_0,Pseudomonas syringae pv. phaseolicola 1448A
1651,8.306879,10.447836,0.594918,NC_005773,NC_005773 sample_1,Pseudomonas syringae pv. phaseolicola 1448A
1652,11.294013,7.267274,3.424883,NC_005773,NC_005773 sample_2,Pseudomonas syringae pv. phaseolicola 1448A
1653,9.689532,9.293895,1.570686,NC_005773,NC_005773 sample_3,Pseudomonas syringae pv. phaseolicola 1448A
1654,8.009228,10.539004,0.643107,NC_005773,NC_005773 sample_4,Pseudomonas syringae pv. phaseolicola 1448A
1655,9.367162,9.560562,1.320134,NC_005773,NC_005773 sample_5,Pseudomonas syringae pv. phaseolicola 1448A
1656,11.697491,5.652339,5.269768,NC_005773,NC_005773 sample_6,Pseudomonas syringae pv. phaseolicola 1448A
1657,11.343417,5.438767,6.000954,NC_005773,NC_005773 sample_7,Pseudomonas syringae pv. phaseolicola 1448A
1658,6.211284,12.233674,1.056163,NC_005773,NC_005773 sample_8,Pseudomonas syringae pv. phaseolicola 1448A
1659,10.782150,7.640049,2.620591,NC_005773,NC_005773 sample_9,Pseudomonas syringae pv. phaseolicola 1448A
1660,5.825030,12.438213,1.643029,NC_005810,NC_005810 sample_0,Yersinia pestis biovar Microtus str. 91001
1661,4.495773,13.549361,2.555280,NC_005810,NC_005810 sample_1,Yersinia pestis biovar Microtus str. 91001
1662,1.832240,12.868040,8.694125,NC_005810,NC_005810 sample_2,Yersinia pestis biovar Microtus str. 91001
1663,3.292209,13.901957,4.228177,NC_005810,NC_005810 sample_3,Yersinia pestis biovar Microtus str. 91001
1664,7.285041,11.292611,0.894376,NC_005810,NC_005810 sample_4,Yersinia pestis biovar Microtus str. 91001
1665,6.110824,12.087117,0.898407,NC_005810,NC_005810 sample_5,Yersinia pestis biovar Microtus str. 91001
1666,4.127069,13.775546,2.734147,NC_005810,NC_005810 sample_6,Yersinia pestis biovar Microtus str. 91001
1667,3.236783,14.098761,5.378529,NC_005810,NC_005810 sample_7,Yersinia pestis biovar Microtus str. 91001
1668,1.686484,11.867093,10.234931,NC_005810,NC_005810 sample_8,Yersinia pestis biovar Microtus str. 91001
1669,3.422786,13.982367,4.027498,NC_005810,NC_005810 sample_9,Yersinia pestis biovar Microtus str. 91001
1670,0.556202,0.015404,1.509605,NC_005823,NC_005823 sample_0,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome I
1671,-0.199039,7.399501,10.818950,NC_005823,NC_005823 sample_1,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome I
1672,-0.473791,6.276312,10.307805,NC_005823,NC_005823 sample_2,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome I
1673,0.359495,0.345784,2.142821,NC_005823,NC_005823 sample_3,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome I
1674,-0.566140,6.575520,10.292606,NC_005823,NC_005823 sample_4,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome I
1675,-0.810408,2.900077,6.619695,NC_005823,NC_005823 sample_5,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome I
1676,-0.681812,5.476764,9.744704,NC_005823,NC_005823 sample_6,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome I
1677,-0.619196,2.374539,5.516280,NC_005823,NC_005823 sample_7,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome I
1678,0.055875,8.350526,11.156267,NC_005823,NC_005823 sample_8,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome I
1679,0.283596,8.208184,11.251910,NC_005823,NC_005823 sample_9,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome I
1680,-0.808740,3.454072,7.296940,NC_005824,NC_005824 sample_0,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome II
1681,0.337793,0.421704,2.265847,NC_005824,NC_005824 sample_1,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome II
1682,-0.662006,3.325309,7.465683,NC_005824,NC_005824 sample_2,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome II
1683,2.215803,13.405350,8.379977,NC_005824,NC_005824 sample_3,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome II
1684,-0.446477,2.039792,4.974544,NC_005824,NC_005824 sample_4,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome II
1685,-0.856491,4.043236,8.478706,NC_005824,NC_005824 sample_5,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome II
1686,-0.704336,4.223432,8.383104,NC_005824,NC_005824 sample_6,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome II
1687,-0.425494,1.833894,4.717129,NC_005824,NC_005824 sample_7,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome II
1688,0.821903,11.445295,10.386267,NC_005824,NC_005824 sample_8,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome II
1689,0.100770,9.185445,11.019801,NC_005824,NC_005824 sample_9,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome II
1690,11.451066,6.356804,4.494210,NC_005835,NC_005835 sample_0,Thermus thermophilus HB27
1691,4.583311,13.447689,1.827452,NC_005835,NC_005835 sample_1,Thermus thermophilus HB27
1692,8.669950,10.249999,0.262906,NC_005835,NC_005835 sample_2,Thermus thermophilus HB27
1693,11.000711,6.441156,4.109721,NC_005835,NC_005835 sample_3,Thermus thermophilus HB27
1694,8.538888,10.453153,0.164249,NC_005835,NC_005835 sample_4,Thermus thermophilus HB27
1695,10.923322,6.771348,3.573946,NC_005835,NC_005835 sample_5,Thermus thermophilus HB27
1696,9.890141,8.733045,1.339945,NC_005835,NC_005835 sample_6,Thermus thermophilus HB27
1697,8.040456,11.019694,0.615908,NC_005835,NC_005835 sample_7,Thermus thermophilus HB27
1698,10.705545,7.539176,2.545325,NC_005835,NC_005835 sample_8,Thermus thermophilus HB27
1699,10.394030,8.105126,1.846074,NC_005835,NC_005835 sample_9,Thermus thermophilus HB27
